id,title,status,release_date,revenue,production_companies,genres
9760,Epic Movie,Released,2007-01-25,86865564,20th Century Fox,"Comedy, Action, Adventure"
12201,Edge of Darkness,Released,2010-01-28,81126522,Warner Bros. Pictures,"Crime, Drama, Mystery, Thriller"
446894,Smallfoot,Released,2018-09-20,214115531,Warner Bros. Pictures,"Family, Animation, Adventure, Fantasy"
7459,Speed Racer,Released,2008-05-07,93945766,Warner Bros. Pictures,"Family, Action, Adventure, Comedy"
9691,Assassins,Released,1995-10-06,30303072,Warner Bros. Pictures,"Action, Adventure, Crime, Thriller"
10715,Looney Tunes: Back in Action,Released,2003-11-14,68514844,Warner Bros. Pictures,"Animation, Comedy, Family"
33909,Wall Street: Money Never Sleeps,Released,2010-09-20,134748021,20th Century Fox,"Drama, Crime"
9944,The Pelican Brief,Released,1993-09-17,195268056,Warner Bros. Pictures,Thriller
705,All About Eve,Released,1950-10-06,8400000,20th Century Fox,Drama
11153,National Lampoon's Vacation,Released,1983-07-29,61399552,Warner Bros. Pictures,"Comedy, Adventure"
8845,Under Siege,Released,1992-10-08,156563139,Warner Bros. Pictures,"Action, Thriller"
10157,Police Academy 2: Their First Assignment,Released,1985-03-28,55600000,Warner Bros. Pictures,"Comedy, Crime"
22832,Ninja Assassin,Released,2009-09-29,61601280,Warner Bros. Pictures,"Action, Adventure, Thriller"
10357,Volcano,Released,1997-04-25,122823468,20th Century Fox,"Science Fiction, Action, Drama, Thriller"
11355,Never Been Kissed,Released,1999-04-09,84565230,20th Century Fox,"Romance, Comedy, Drama"
10377,My Cousin Vinny,Released,1992-03-13,64088552,20th Century Fox,Comedy
9726,A Good Year,Released,2006-09-09,42064105,20th Century Fox,"Comedy, Drama, Romance"
377264,Morgan,Released,2016-09-01,8810591,20th Century Fox,"Horror, Science Fiction, Thriller"
4858,The Invasion,Released,2007-08-17,40170558,Warner Bros. Pictures,"Science Fiction, Thriller, Mystery, Horror"
8676,Fool's Gold,Released,2008-02-07,111231041,Warner Bros. Pictures,"Adventure, Romance, Comedy"
404,The Straight Story,Released,1999-10-15,6203044,Walt Disney Pictures,Drama
460793,Olaf's Frozen Adventure,Released,2017-10-27,0,Walt Disney Pictures,"Animation, Family, Adventure, Comedy, Fantasy"
9208,Broken Arrow,Released,1996-02-09,150270147,20th Century Fox,"Action, Thriller, Adventure"
8836,The X Files: I Want to Believe,Released,2008-07-24,69363381,20th Century Fox,"Drama, Mystery, Science Fiction, Thriller"
583406,Judas and the Black Messiah,Released,2021-02-12,6416063,Warner Bros. Pictures,"Drama, History"
539681,DC League of Super-Pets,Released,2022-07-27,203000000,Warner Bros. Pictures,"Animation, Action, Family, Comedy, Science Fiction"
9454,EverAfter,Released,1998-07-31,65705772,20th Century Fox,"Drama, Romance, Comedy"
6435,Practical Magic,Released,1998-10-16,46733235,"Warner Bros. Pictures, Warner Bros. Pictures","Romance, Comedy, Fantasy"
20533,Jonah Hex,Released,2010-06-18,10539000,Warner Bros. Pictures,"Action, Western, Drama, Fantasy, Thriller"
8007,Behind Enemy Lines,Released,2001-11-30,91753202,20th Century Fox,"Action, Drama, Thriller, War"
8834,Conspiracy Theory,Released,1997-08-08,136982834,Warner Bros. Pictures,"Action, Drama, Mystery, Thriller"
11260,Meet Dave,Released,2008-07-08,50650079,20th Century Fox,"Comedy, Science Fiction, Adventure, Family"
522924,The Art of Racing in the Rain,Released,2019-08-08,33766787,20th Century Fox,"Drama, Romance, Comedy, Family"
9293,John Tucker Must Die,Released,2006-07-27,68844775,20th Century Fox,"Comedy, Romance"
10776,Little Shop of Horrors,Released,1986-12-19,38748395,Warner Bros. Pictures,"Horror, Comedy"
36670,Never Say Never Again,Released,1983-10-07,160000000,Warner Bros. Pictures,"Adventure, Action, Thriller"
20760,Lilo & Stitch 2: Stitch Has a Glitch,Released,2005-01-22,0,Walt Disney Pictures,"Animation, Family, Comedy, Science Fiction"
23759,Centurion,Released,2010-02-15,6890432,Warner Bros. Pictures,"Adventure, Action, Drama"
9906,The Ant Bully,Released,2006-07-28,55181129,Warner Bros. Pictures,"Fantasy, Adventure, Animation, Comedy, Family"
11416,The Mission,Released,1986-09-29,17218023,Warner Bros. Pictures,"Adventure, Drama, Action, History"
137321,Winter's Tale,Released,2014-02-13,30800231,Warner Bros. Pictures,"Drama, Fantasy, Mystery, Romance"
903,Cool Hand Luke,Released,1967-11-01,16217773,Warner Bros. Pictures,"Crime, Drama"
9697,Lady in the Water,Released,2006-07-20,72785169,Warner Bros. Pictures,"Drama, Fantasy, Mystery"
9314,Nineteen Eighty-Four,Released,1984-11-09,8430492,20th Century Fox,"Drama, Science Fiction"
9884,Collateral Damage,Released,2002-02-06,78382433,Warner Bros. Pictures,"Action, Thriller, Drama"
9411,Fallen,Released,1998-01-16,25232289,Warner Bros. Pictures,"Crime, Drama, Thriller"
6069,The Witches of Eastwick,Released,1987-06-12,63766510,Warner Bros. Pictures,"Comedy, Fantasy"
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Released,2014-10-08,100654149,Walt Disney Pictures,"Family, Comedy"
10481,102 Dalmatians,Released,2000-10-07,183611771,Walt Disney Pictures,"Family, Comedy"
12090,Just Married,Released,2003-01-08,101564935,20th Century Fox,"Comedy, Romance"
3114,The Searchers,Released,1956-05-16,0,Warner Bros. Pictures,Western
702,A Streetcar Named Desire,Released,1951-09-19,8000000,Warner Bros. Pictures,Drama
5551,Space Cowboys,Released,2000-08-04,128884132,Warner Bros. Pictures,"Action, Adventure, Thriller"
13186,Wrong Turn 2: Dead End,Released,2007-08-25,0,20th Century Fox,"Horror, Thriller"
8326,Holes,Released,2003-04-18,71406573,Walt Disney Pictures,"Adventure, Family, Drama, Comedy"
231,Syriana,Released,2005-11-23,93974620,Warner Bros. Pictures,"Drama, Thriller"
1965,A Perfect Murder,Released,1998-06-05,128038368,Warner Bros. Pictures,"Crime, Thriller, Drama"
556574,Hamilton,Released,2020-07-03,0,Walt Disney Pictures,"History, Drama"
259695,Live by Night,Released,2016-12-25,22678555,Warner Bros. Pictures,"Crime, Drama, Thriller"
239678,This Is Where I Leave You,Released,2014-09-10,41296320,Warner Bros. Pictures,"Drama, Comedy"
9708,The Wicker Man,Released,2006-08-31,38805380,Warner Bros. Pictures,"Horror, Mystery, Thriller"
37933,Tales from Earthsea,Released,2006-07-29,68625104,Walt Disney Pictures,"Animation, Fantasy, Adventure"
10539,James and the Giant Peach,Released,1996-04-12,28946127,Walt Disney Pictures,"Adventure, Animation, Family, Fantasy"
10158,White Men Can't Jump,Released,1992-03-27,90753806,20th Century Fox,"Comedy, Drama"
9882,The Siege,Released,1998-11-06,116672912,20th Century Fox,"Drama, Action, Thriller, Crime"
11212,Baby's Day Out,Released,1994-07-01,16671505,20th Century Fox,"Family, Comedy, Adventure, Crime, Drama"
227,The Outsiders,Released,1983-03-25,33697647,Warner Bros. Pictures,"Crime, Drama"
1921,Sweet November,Released,2001-02-16,65754228,Warner Bros. Pictures,"Drama, Romance"
281,Strange Days,Released,1995-10-13,7959291,20th Century Fox,"Crime, Drama, Science Fiction, Thriller"
64807,Grudge Match,Released,2013-12-25,44907260,Warner Bros. Pictures,Comedy
417644,CHiPS,Released,2017-03-23,26800152,Warner Bros. Pictures,"Action, Comedy, Crime"
18736,The Lizzie McGuire Movie,Released,2003-05-02,55534455,Walt Disney Pictures,"Family, Comedy"
2103,Solaris,Released,2002-11-27,30002758,20th Century Fox,"Drama, Science Fiction, Mystery"
16307,The Wicker Man,Released,1973-12-06,0,Warner Bros. Pictures,Horror
9021,The Santa Clause 2,Released,2002-10-31,172842355,Walt Disney Pictures,"Fantasy, Comedy, Family"
8338,Blindness,Released,2008-05-14,19844979,,"Drama, Mystery, Science Fiction, Thriller"
8066,Stay,Released,2005-09-24,8342132,20th Century Fox,"Mystery, Thriller, Drama"
80585,Rock of Ages,Released,2012-06-13,59418613,Warner Bros. Pictures,"Comedy, Drama, Music, Romance"
40264,Vampires Suck,Released,2010-08-18,80547866,20th Century Fox,"Horror, Comedy"
2636,The Specialist,Released,1994-10-07,170362582,Warner Bros. Pictures,"Action, Thriller"
49948,Fantasia 2000,Released,1999-12-31,60655420,Walt Disney Pictures,"Animation, Family, Music"
11113,My Fair Lady,Released,1964-10-21,72661442,Warner Bros. Pictures,"Romance, Drama, Comedy"
13417,Kronk's New Groove,Released,2005-12-05,0,Walt Disney Pictures,"Animation, Comedy, Family"
10328,Cocoon,Released,1985-06-21,85313124,20th Century Fox,"Comedy, Drama, Science Fiction"
9346,Risky Business,Released,1983-08-05,63541777,Warner Bros. Pictures,"Romance, Comedy, Drama"
11135,The Rescuers Down Under,Released,1990-11-16,47431461,Walt Disney Pictures,"Animation, Adventure, Family, Fantasy"
3638,No Reservations,Released,2007-06-15,92601050,Warner Bros. Pictures,"Comedy, Romance, Drama"
2284,Mr. Magorium's Wonder Emporium,Released,2007-11-14,69474661,20th Century Fox,"Family, Fantasy, Comedy"
38322,"Big Mommas: Like Father, Like Son",Released,2011-02-16,83615414,20th Century Fox,"Crime, Comedy, Action"
10166,The Witches,Released,1990-05-25,15360553,Warner Bros. Pictures,"Fantasy, Horror, Comedy, Family"
10957,The Black Cauldron,Released,1985-07-24,21288692,Walt Disney Pictures,"Animation, Adventure, Family, Fantasy"
2614,Innerspace,Released,1987-07-01,25893810,Warner Bros. Pictures,"Action, Comedy, Science Fiction"
12536,Home Alone 4,Released,2002-11-03,0,,"Comedy, Family, TV Movie"
11411,Superman IV: The Quest for Peace,Released,1987-07-24,19300000,Warner Bros. Pictures,"Action, Adventure, Science Fiction"
1685,Beneath the Planet of the Apes,Released,1970-04-23,18999718,20th Century Fox,"Adventure, Science Fiction, Mystery"
9932,Analyze That,Released,2002-12-06,55003135,Warner Bros. Pictures,"Comedy, Crime"
8869,Eight Legged Freaks,Released,2002-07-17,45867333,Warner Bros. Pictures,"Action, Comedy, Horror, Thriller"
332,Inspector Gadget,Released,1999-07-23,134400000,Walt Disney Pictures,"Action, Adventure, Comedy, Family"
268531,Captain Underpants: The First Epic Movie,Released,2017-06-01,125427681,20th Century Fox,"Action, Animation, Comedy, Family"
12118,Police Academy 3: Back in Training,Released,1986-03-20,107600000,Warner Bros. Pictures,"Comedy, Crime"
71864,The Odd Life of Timothy Green,Released,2012-08-15,56012642,Walt Disney Pictures,"Fantasy, Drama, Comedy, Family"
2841,A Very Long Engagement,Released,2004-10-27,0,Warner Bros. Pictures,"Drama, Romance, War"
420821,Chip 'n Dale: Rescue Rangers,Released,2022-05-20,0,Walt Disney Pictures,"Animation, Family, Comedy, Adventure, Mystery"
2085,Romeo Must Die,Released,2000-03-22,91036760,Warner Bros. Pictures,"Action, Crime, Thriller"
11158,"Honey, I Blew Up the Kid",Released,1992-07-16,58662452,Walt Disney Pictures,"Adventure, Comedy, Family, Science Fiction"
8984,Disclosure,Released,1994-12-09,214015089,Warner Bros. Pictures,"Thriller, Drama, Crime"
2140,Kiss of the Dragon,Released,2001-07-06,64437847,20th Century Fox,"Action, Crime, Thriller"
3090,The Treasure of the Sierra Madre,Released,1948-01-15,4307000,Warner Bros. Pictures,"Adventure, Drama, Western"
877269,Strange World,Released,2022-11-23,73621640,Walt Disney Pictures,"Animation, Family, Adventure, Science Fiction"
6519,The Dukes of Hazzard,Released,2005-08-05,110803676,Warner Bros. Pictures,"Comedy, Adventure, Action"
2800,Rumor Has It...,Released,2005-12-22,88933562,Warner Bros. Pictures,"Comedy, Romance"
3133,Badlands,Released,1974-01-05,0,Warner Bros. Pictures,"Crime, Drama, Romance"
13929,Geri's Game,Released,1997-11-24,0,Walt Disney Pictures,"Animation, Family"
11528,The Sandlot,Released,1993-04-07,34348444,20th Century Fox,"Family, Comedy"
10587,Police Academy 4: Citizens on Patrol,Released,1987-04-02,76800000,Warner Bros. Pictures,"Comedy, Crime"
859,Dangerous Liaisons,Released,1988-12-21,34670720,Warner Bros. Pictures,"Drama, Romance"
526,Ladyhawke,Released,1985-03-27,18432000,"Warner Bros. Pictures, 20th Century Fox","Adventure, Comedy, Fantasy"
11977,Caddyshack,Released,1980-07-25,39846344,Warner Bros. Pictures,Comedy
10303,The Jewel of the Nile,Released,1985-08-01,96773200,20th Century Fox,"Adventure, Action, Comedy, Romance"
11835,Death Sentence,Released,2007-08-31,16974459,20th Century Fox,"Action, Crime, Drama, Thriller"
11469,Black Knight,Released,2001-11-21,33422806,20th Century Fox,"Comedy, Fantasy, Adventure"
565770,Blue Beetle,Released,2023-08-16,124818235,Warner Bros. Pictures,"Action, Science Fiction, Adventure"
10747,The Outlaw Josey Wales,Released,1976-06-30,31800000,Warner Bros. Pictures,Western
60307,Diary of a Wimpy Kid: Rodrick Rules,Released,2011-03-25,72526996,20th Century Fox,"Family, Comedy"
9745,Jack Frost,Released,1998-11-15,0,Warner Bros. Pictures,"Comedy, Family, Drama, Fantasy"
301,Rio Bravo,Released,1959-03-18,5800000,Warner Bros. Pictures,Western
529485,The Way Back,Released,2020-03-05,14590514,Warner Bros. Pictures,Drama
249,The War of the Roses,Released,1989-12-08,160188546,20th Century Fox,"Comedy, Drama"
10731,The Client,Released,1994-07-20,117615211,Warner Bros. Pictures,"Drama, Thriller, Crime, Mystery"
1273,TMNT,Released,2007-03-23,95608995,Warner Bros. Pictures,"Adventure, Animation, Comedy, Family"
7450,Titan A.E.,Released,2000-06-16,36754634,20th Century Fox,"Animation, Action, Science Fiction, Family, Adventure"
828,The Day the Earth Stood Still,Released,1951-09-28,1850000,20th Century Fox,"Drama, Science Fiction, Thriller"
514439,Breakthrough,Released,2019-04-10,49231674,20th Century Fox,Drama
82881,Tangled Ever After,Released,2012-01-13,0,Walt Disney Pictures,"Animation, Comedy, Action, Family"
342521,Keanu,Released,2016-04-21,20609977,Warner Bros. Pictures,"Action, Comedy, Crime"
14405,Beverly Hills Chihuahua,Released,2008-10-03,149281606,Walt Disney Pictures,"Comedy, Family, Adventure, Romance"
9904,The Wild,Released,2006-04-06,102338515,Walt Disney Pictures,"Family, Animation"
11202,Patton,Released,1970-01-25,89800000,20th Century Fox,"War, Drama, History"
9922,The Postman,Released,1997-12-25,17626234,Warner Bros. Pictures,"Science Fiction, Adventure, Action, War"
49022,Something Borrowed,Released,2011-05-05,65090821,Warner Bros. Pictures,"Comedy, Drama, Romance"
7442,Sleeping with the Enemy,Released,1991-01-13,174999005,20th Century Fox,"Drama, Crime, Thriller"
806,The Omen,Released,2006-06-06,119975084,20th Century Fox,Horror
13767,The Santa Clause 3: The Escape Clause,Released,2006-11-02,84500122,Walt Disney Pictures,"Comedy, Family, Adventure"
11045,Taxi,Released,2004-10-06,71255003,20th Century Fox,"Action, Comedy, Thriller, Crime"
630566,Clouds,Released,2020-10-09,0,Warner Bros. Pictures,"Music, Drama, Romance"
11979,Queen of the Damned,Released,2002-02-10,45479110,Warner Bros. Pictures,"Drama, Fantasy, Horror"
12610,Osmosis Jones,Released,2001-08-10,13596911,Warner Bros. Pictures,"Adventure, Animation, Action, Comedy, Family"
12123,Chain Reaction,Released,1996-08-02,60209334,20th Century Fox,"Science Fiction, Action, Drama, Thriller"
8879,Pale Rider,Released,1985-06-28,41410568,Warner Bros. Pictures,Western
10242,What Ever Happened to Baby Jane?,Released,1962-10-12,0,Warner Bros. Pictures,"Drama, Horror, Thriller"
10648,Magnum Force,Released,1973-12-13,39768000,Warner Bros. Pictures,"Drama, Crime, Action"
8870,Red Planet,Released,2000-11-10,33463969,Warner Bros. Pictures,"Thriller, Action, Science Fiction"
11285,Cocoon: The Return,Released,1988-09-13,25024919,20th Century Fox,"Comedy, Science Fiction"
20856,Aliens in the Attic,Released,2009-07-30,57881056,20th Century Fox,"Adventure, Comedy, Family, Fantasy, Science Fiction"
399796,Life of the Party,Released,2018-05-10,61700416,Warner Bros. Pictures,Comedy
11934,The Hudsucker Proxy,Released,1994-03-11,2800000,Warner Bros. Pictures,"Comedy, Drama"
274862,The Lego Ninjago Movie,Released,2017-09-21,123081555,Warner Bros. Pictures,"Family, Animation, Action, Adventure, Comedy"
11892,Murder by Numbers,Released,2002-04-19,56714147,Warner Bros. Pictures,"Crime, Drama, Thriller"
651,M*A*S*H,Released,1970-02-18,81600000,20th Century Fox,"Comedy, Drama, War"
6878,Homeward Bound: The Incredible Journey,Released,1993-02-03,0,Walt Disney Pictures,"Adventure, Comedy, Family"
13042,Presto,Released,2008-06-27,0,Walt Disney Pictures,"Animation, Family, Comedy"
910,The Big Sleep,Released,1946-08-23,4900000,Warner Bros. Pictures,"Crime, Mystery, Romance"
8491,Weekend at Bernie's,Released,1989-07-05,30218387,20th Century Fox,"Comedy, Crime"
10015,Heartbreak Ridge,Released,1986-12-05,42724017,Warner Bros. Pictures,"War, Drama, Comedy"
338958,Disenchanted,Released,2022-11-18,0,Walt Disney Pictures,"Comedy, Family, Fantasy"
10510,Miracle on 34th Street,Released,1994-11-18,46264384,20th Century Fox,"Fantasy, Drama, Family"
1687,Escape from the Planet of the Apes,Released,1971-05-20,12348905,20th Century Fox,"Action, Science Fiction"
10675,Frantic,Released,1988-02-19,17637950,Warner Bros. Pictures,"Thriller, Mystery"
256835,Toy Story That Time Forgot,Released,2014-12-02,0,Walt Disney Pictures,"Animation, Family, Adventure, Comedy"
5955,The Pledge,Released,2001-01-19,29419291,Warner Bros. Pictures,"Crime, Drama, Mystery, Thriller"
10538,Passenger 57,Released,1992-11-06,44065653,Warner Bros. Pictures,"Action, Adventure, Thriller"
16281,Creepshow,Released,1982-11-10,21028755,Warner Bros. Pictures,"Horror, Comedy"
10489,Cujo,Released,1983-08-10,21200000,Warner Bros. Pictures,"Horror, Thriller"
2028,Say Anything...,Released,1989-04-14,20036737,20th Century Fox,"Romance, Comedy, Drama"
5851,Showtime,Released,2002-03-14,77885672,Warner Bros. Pictures,"Action, Comedy"
749274,Cry Macho,Released,2021-09-16,16481544,Warner Bros. Pictures,"Drama, Western"
8092,This Boy's Life,Released,1993-04-09,4104962,Warner Bros. Pictures,Drama
19101,A Little Princess,Released,1995-05-10,10015449,Warner Bros. Pictures,"Drama, Family, Fantasy"
11864,Enemy Mine,Released,1985-12-12,12303411,20th Century Fox,"Drama, Science Fiction"
10057,The Three Musketeers,Released,1993-11-11,53898845,Walt Disney Pictures,"Action, Adventure, Comedy"
293646,The 33,Released,2015-08-06,24902723,Warner Bros. Pictures,"Drama, History"
596,The Grapes of Wrath,Released,1940-03-15,1591000,20th Century Fox,Drama
4244,The Kid,Released,2000-07-07,110317580,Walt Disney Pictures,"Fantasy, Comedy, Family"
990,The Hustler,Released,1961-09-25,7600000,20th Century Fox,"Drama, Romance"
360784,Hidden,Released,2015-09-15,0,Warner Bros. Pictures,"Thriller, Horror"
360814,Dangal,Released,2016-12-21,311000000,Walt Disney Pictures,"Drama, Family, Comedy, Action"
4413,The Brave One,Released,2007-09-12,69766619,Warner Bros. Pictures,"Crime, Drama, Thriller"
9272,The Good Son,Released,1993-09-24,60613008,20th Century Fox,"Thriller, Drama"
13932,Jack-Jack Attack,Released,2005-03-15,0,Walt Disney Pictures,"Adventure, Animation, Family"
759,Gentlemen Prefer Blondes,Released,1953-07-14,5300000,20th Century Fox,"Comedy, Romance"
9560,A Walk in the Clouds,Released,1995-05-27,50012507,20th Century Fox,"Drama, Romance"
9754,Firewall,Released,2006-02-08,82800000,Warner Bros. Pictures,"Action, Crime, Thriller"
10628,Kangaroo Jack,Released,2003-01-17,0,Warner Bros. Pictures,"Action, Adventure, Comedy, Family, Crime"
636,THX 1138,Released,1971-03-11,2437000,Warner Bros. Pictures,"Science Fiction, Action, Drama"
213121,Toy Story of Terror!,Released,2013-10-16,0,Walt Disney Pictures,"Adventure, Animation, Comedy, Family"
1710,Copycat,Released,1995-10-27,32000000,Warner Bros. Pictures,"Thriller, Crime, Mystery"
9289,The Longest Day,Released,1962-09-25,50100000,20th Century Fox,"War, Action, Drama"
10437,The Muppet Christmas Carol,Released,1992-12-10,27281507,Walt Disney Pictures,"Music, Comedy, Family, Fantasy, Drama"
13374,Ice Princess,Released,2005-03-17,27645491,Walt Disney Pictures,"Family, Drama, Comedy"
10393,The Replacements,Released,2000-08-11,50054511,Warner Bros. Pictures,Comedy
11652,Invincible,Released,2006-08-25,57806952,Walt Disney Pictures,"Drama, History"
3525,Working Girl,Released,1988-12-20,103173635,20th Century Fox,"Comedy, Romance, Drama"
21385,"Mickey, Donald, Goofy: The Three Musketeers",Released,2004-08-04,0,Walt Disney Pictures,"Adventure, Animation, Comedy, Family"
10249,The Rocketeer,Released,1991-06-21,46704056,Walt Disney Pictures,"Action, Adventure, Science Fiction, Family"
11025,New York Minute,Released,2004-05-07,21289826,Warner Bros. Pictures,Comedy
212,Arsenic and Old Lace,Released,1944-09-01,0,Warner Bros. Pictures,"Comedy, Crime"
10623,Cradle 2 the Grave,Released,2003-02-28,56489558,Warner Bros. Pictures,"Action, Crime, Drama"
2320,Executive Decision,Released,1996-03-15,121969216,Warner Bros. Pictures,"Action, Adventure, Drama, Thriller"
12103,Don't Say a Word,Released,2001-09-28,100020092,20th Century Fox,"Thriller, Mystery"
14175,Valiant,Released,2005-03-25,61746888,Walt Disney Pictures,"Family, Animation, Adventure, Comedy, War"
11132,Confessions of a Teenage Drama Queen,Released,2004-02-17,29331068,Walt Disney Pictures,Comedy
40619,Day & Night,Released,2010-06-17,0,Walt Disney Pictures,"Animation, Family"
5919,The Towering Inferno,Released,1974-12-14,116000000,"Warner Bros. Pictures, 20th Century Fox","Action, Drama, Thriller"
11236,The Secret Garden,Released,1993-08-13,0,Warner Bros. Pictures,"Drama, Family, Fantasy"
33689,It Takes Two,Released,1995-11-17,19474589,Warner Bros. Pictures,"Comedy, Family, Romance"
10326,Forever Young,Released,1992-12-16,127956187,Warner Bros. Pictures,"Adventure, Fantasy, Drama, Science Fiction, Romance"
10684,Courage Under Fire,Released,1996-07-04,100860818,20th Century Fox,"Drama, Thriller, Mystery, War"
11825,Police Academy 5: Assignment Miami Beach,Released,1988-03-17,19510371,Warner Bros. Pictures,"Comedy, Crime"
1688,Conquest of the Planet of the Apes,Released,1972-06-29,9700000,20th Century Fox,"Action, Science Fiction"
41515,Yogi Bear,Released,2010-12-17,203509374,Warner Bros. Pictures,"Comedy, Family, Animation, Adventure"
10653,The Seven Year Itch,Released,1955-06-03,12000000,20th Century Fox,"Comedy, Romance"
4958,The Legend of Bagger Vance,Released,2000-11-02,39459427,20th Century Fox,"Drama, Fantasy"
2959,License to Wed,Released,2007-07-04,69307224,Warner Bros. Pictures,Comedy
3512,Under Siege 2: Dark Territory,Released,1995-07-13,104324083,Warner Bros. Pictures,"Action, Thriller"
9443,Chariots of Fire,Released,1981-05-15,58972904,"Warner Bros. Pictures, 20th Century Fox","Drama, History"
14813,Mickey's Christmas Carol,Released,1983-10-19,21000000,Walt Disney Pictures,"Family, Animation"
407655,A Cinderella Story: If the Shoe Fits,Released,2016-08-02,0,Warner Bros. Pictures,"Comedy, Family, Fantasy, Music"
10650,Sudden Impact,Released,1983-12-08,150000000,Warner Bros. Pictures,"Thriller, Crime, Action"
1705,Battle for the Planet of the Apes,Released,1973-06-15,8844595,20th Century Fox,"Action, Science Fiction"
11323,The Informant!,Released,2009-09-18,41771168,Warner Bros. Pictures,"Drama, Comedy, Crime"
551,The Poseidon Adventure,Released,1972-12-13,84563118,20th Century Fox,"Adventure, Thriller, Action"
11866,Flight of the Phoenix,Released,2004-12-17,21009180,20th Century Fox,"Action, Adventure, Drama, Thriller"
10649,The Enforcer,Released,1976-12-16,46236000,Warner Bros. Pictures,"Crime, Action"
51162,Winnie the Pooh,Released,2011-04-06,14460000,Walt Disney Pictures,"Animation, Family, Adventure"
2661,Batman,Released,1966-07-30,3900000,20th Century Fox,"Action, Comedy, Crime"
10246,Porky's,Released,1981-11-13,125728258,20th Century Fox,Comedy
218836,Planes: Fire & Rescue,Released,2014-07-17,151165787,Walt Disney Pictures,"Animation, Comedy, Adventure, Family"
5375,Fred Claus,Released,2007-11-09,97838349,Warner Bros. Pictures,"Action, Comedy, Drama"
9540,Dead Ringers,Released,1988-09-23,8038508,20th Century Fox,"Thriller, Horror"
11546,Police Academy: Mission to Moscow,Released,1994-06-09,126247,Warner Bros. Pictures,"Comedy, Crime"
11418,National Lampoon's European Vacation,Released,1985-07-25,49364621,Warner Bros. Pictures,"Adventure, Comedy, Romance"
11895,Police Academy 6: City Under Siege,Released,1989-03-09,33200000,Warner Bros. Pictures,"Comedy, Crime"
423646,In the Fade,Released,2017-11-23,4997844,Warner Bros. Pictures,"Drama, Crime"
9591,That Thing You Do!,Released,1996-10-04,34585416,20th Century Fox,"Comedy, Drama, Romance, Music"
145220,Muppets Most Wanted,Released,2014-03-20,80383290,Walt Disney Pictures,"Comedy, Adventure, Crime, Family"
5491,Battlefield Earth,Released,2000-05-12,29000000,Warner Bros. Pictures,"Action, Adventure, Comedy, Science Fiction"
9044,Tristan & Isolde,Released,2006-04-07,28000000,20th Century Fox,"Drama, Romance, Adventure, Action"
373569,Snatched,Released,2017-05-03,60845711,20th Century Fox,"Action, Comedy"
12160,Wyatt Earp,Released,1994-06-24,25052000,Warner Bros. Pictures,"Western, Drama, Action, Adventure"
9425,Soldier,Released,1998-10-23,14594226,Warner Bros. Pictures,"Science Fiction, Action"
1683,The Reaping,Released,2007-04-05,62771059,Warner Bros. Pictures,Horror
272878,Max,Released,2015-06-26,43967255,Warner Bros. Pictures,"Adventure, Drama, Family"
9822,Mighty Joe Young,Released,1998-12-25,0,Walt Disney Pictures,"Adventure, Family, Action, Fantasy"
34636,The NeverEnding Story II: The Next Chapter,Released,1990-10-25,16283667,Warner Bros. Pictures,"Drama, Family, Fantasy, Adventure"
10651,The Dead Pool,Released,1988-07-13,37903295,Warner Bros. Pictures,"Action, Crime, Thriller"
18937,Quest for Camelot,Released,1998-05-15,38172500,Warner Bros. Pictures,"Fantasy, Animation, Drama, Romance, Family"
10122,Flight of the Navigator,Released,1986-07-30,18564613,Walt Disney Pictures,"Family, Science Fiction, Adventure"
396,Who's Afraid of Virginia Woolf?,Released,1966-06-22,33736689,Warner Bros. Pictures,Drama
12448,The Hunchback of Notre Dame II,Released,2002-02-05,0,Walt Disney Pictures,"Animation, Family, Comedy"
10206,Buffy the Vampire Slayer,Released,1992-07-24,16624456,20th Century Fox,"Action, Comedy, Horror"
127533,Rurouni Kenshin Part I: Origins,Released,2012-08-25,61700000,Warner Bros. Pictures,"Adventure, Action, Fantasy, War, History"
11983,Proof of Life,Released,2000-12-08,0,Warner Bros. Pictures,"Thriller, Drama"
9573,Blood Work,Released,2002-08-09,31794718,Warner Bros. Pictures,"Thriller, Crime"
73937,The Big Year,Released,2011-10-13,8179416,20th Century Fox,Comedy
10156,History of the World: Part I,Released,1981-06-12,31672907,20th Century Fox,Comedy
11560,High Crimes,Released,2002-04-05,63781810,20th Century Fox,"Drama, Mystery, Thriller, Crime"
5820,The Sentinel,Released,2006-04-19,78810595,20th Century Fox,"Action, Thriller, Crime"
1939,Laura,Released,1944-10-11,2000000,20th Century Fox,"Drama, Mystery"
6933,One Missed Call,Released,2008-01-04,45847751,Warner Bros. Pictures,"Horror, Mystery, Thriller"
13060,Lifted,Released,2006-12-28,0,Walt Disney Pictures,"Family, Animation, Science Fiction, Comedy"
5683,Pee-wee's Big Adventure,Released,1985-07-26,40940662,Warner Bros. Pictures,"Comedy, Adventure"
38579,Marmaduke,Released,2010-06-03,83761844,20th Century Fox,"Family, Comedy"
4593,The Discreet Charm of the Bourgeoisie,Released,1972-09-15,0,20th Century Fox,Comedy
15139,The Pagemaster,Released,1994-11-23,13670688,20th Century Fox,"Family, Fantasy, Science Fiction, Animation"
49012,Arthur,Released,2011-04-08,48147945,Warner Bros. Pictures,"Comedy, Romance"
